alpha,delta,u,g,r,i,z,class,redshift,plate,MJD
187.634412794134,42.8506415608723,22.97057,21.9697,20.05167,19.3056,18.84727,GALAXY,0.4424267,8384,57513
240.944424745657,23.0371276331829,23.87104,20.66255,18.82286,18.16628,17.725,GALAXY,0.3527821,1852,53534
335.544042533812,2.93096373054755,21.54655,21.35762,21.70424,21.8828,22.32902,GALAXY,0.03949359,11342,58425
179.173618540559,46.2093165930007,24.29175,22.24503,20.62108,19.65731,19.06638,GALAXY,0.5823166,6644,56384
56.0960847382386,0.396364540896937,19.88861,19.17707,18.74178,18.40774,18.2993,GALAXY,0.2186755,714,52201
140.207809644033,35.4852424348238,23.95842,20.06387,18.39816,17.7461,17.40666,GALAXY,0.3581521,1274,52995
242.056673609926,30.7495223624654,23.75903,22.04286,20.5661,19.58918,19.24054,GALAXY,0.5640281,5009,55707
173.951834984108,4.69084635262319,23.33174,21.36684,19.72679,18.95606,18.46859,GALAXY,0.436984,4767,55946
173.128607882009,4.57601121040815,23.17945,21.30753,19.47137,18.84559,18.43324,GALAXY,0.343845,4767,55946
219.443786982839,28.8170954268053,22.60537,22.42245,21.01743,19.81923,19.20348,GALAXY,0.7145402,6023,56069
238.722791465971,28.9297148473401,22.65208,22.11423,22.07387,22.18163,22.49499,QSO,1.98623,4726,55712
140.298805812181,27.5244769820602,22.76671,22.70952,21.64525,21.03129,21.45435,GALAXY,0.7591818,9602,58131
151.916769018833,59.1915897309328,22.6261,21.37401,19.62946,18.6628,18.12648,GALAXY,0.5057374,7087,56637
221.331112367587,53.3483756732895,22.74355,21.73787,20.72991,19.78765,19.38188,GALAXY,0.5282121,6711,56388
54.6326711279904,0.830144045772297,21.74632,20.51685,19.21725,18.66275,18.31693,GALAXY,0.3042104,810,52672
239.02935193211,3.81897863532711,21.81592,19.14552,18.02537,17.63641,17.39768,STAR,-0.0001953551,2951,54592
13.7098556163764,-10.7316305476784,17.30956,16.3704,16.07709,15.98131,15.97289,STAR,-0.0007109935,657,52177
129.358177855882,33.8965363747103,19.10389,17.86249,17.39338,17.09856,16.87443,GALAXY,0.04942264,933,52642
6.97176123699779,-10.0785435686244,20.91191,19.79821,19.2309,19.02756,18.8104,STAR,-0.0003952259,1913,53321
142.840325657538,17.8002988406079,24.77996,20.90333,18.98194,18.10699,17.70106,GALAXY,0.4759714,2360,53728
13.5607812027164,-0.434631065756907,22.88182,22.57608,22.00711,21.49015,21.06989,GALAXY,0.9576315,9389,58097
140.567598397235,4.44386291734053,19.18422,18.17119,17.79248,17.48975,17.46027,GALAXY,0.05653219,568,52254
176.281233385388,45.980919285766,21.80878,21.53076,21.44928,21.06037,21.19802,QSO,1.700532,7401,56808
49.7132662240771,0.977255563200971,21.77905,19.55947,18.36798,17.90344,17.66272,STAR,0.0001038048,1065,52586
32.7073608091957,32.302724637876,20.69139,18.57524,17.16295,16.62017,16.2753,GALAXY,0.2082765,6606,56304
118.9841586266,41.2090771715953,22.67399,22.06464,22.00698,22.21967,21.19485,QSO,2.020287,5944,56220
222.781752582816,27.9466458834846,23.14054,21.55315,19.75306,18.86411,18.41473,GALAXY,0.4953635,3878,55361
278.416128126054,42.2141955994944,17.47135,15.49725,14.79738,14.60784,14.51073,STAR,-0.0001055465,2798,54397
221.311251448673,37.2972854010141,18.57264,17.13224,16.6123,16.36614,16.17757,GALAXY,0.03186611,1382,53115
252.773510512341,45.7527650955081,20.23873,19.40303,19.29399,19.29046,19.29427,QSO,2.706137,6027,56103
136.792064686536,35.1940221899597,23.21235,21.26769,19.35824,18.5063,18.1039,GALAXY,0.4873008,4645,55623
175.053803437178,29.3706491790957,20.56549,18.53036,17.4299,17.0043,16.63409,GALAXY,0.1457047,2222,53799
232.737098383737,12.0340566648574,23.01588,22.83824,20.92838,19.68523,19.1048,GALAXY,0.6317129,4891,55736
330.529501915518,20.2061241239501,21.4834,21.17247,21.02591,20.797,20.67548,QSO,1.648416,7575,56947
34.9018527275948,-0.537153391871303,25.65395,21.44327,19.60355,18.90878,18.39444,GALAXY,0.4353339,2636,54082
114.795310822896,45.3240709578465,26.03924,22.21787,20.29038,19.50288,19.08688,GALAXY,0.4193767,6373,56298
200.488315297022,7.20286995660213,22.80445,22.24795,20.84776,19.93157,19.3126,GALAXY,0.5787293,4839,55703
39.7796984896245,-3.85326391802827,22.73748,21.78102,21.5211,21.42487,21.54681,STAR,-0.0004360523,7880,57336
203.388642299114,21.5942015991916,22.21803,21.72114,21.59273,21.59551,21.3311,QSO,1.641512,5861,56069
26.4328291126029,11.0381164821332,23.0005,20.61602,18.94409,18.32247,17.85413,GALAXY,0.3265843,4662,55590
0.364453814004037,7.31987644974542,22.28192,20.87029,20.59965,20.44779,20.83107,QSO,2.873219,11309,58428
119.886450915848,23.4789452497145,23.48436,22.15567,20.59253,19.79086,19.28959,GALAXY,0.5038727,4465,55858
135.18597587335,33.2010058338638,19.40688,17.47239,16.43795,16.00779,15.64682,GALAXY,0.1253108,1272,52989
350.157283642853,20.5578908418463,22.44588,22.08169,21.94936,22.15649,21.97193,QSO,2.644338,7606,56977
29.9039242456951,-4.93602189087581,22.45222,23.5063,21.94397,20.88329,19.95557,GALAXY,1.075538,7891,57332
139.604865026809,35.9026393206335,21.86157,20.78945,20.59485,20.67383,20.54897,QSO,2.950487,4644,55922
354.490600559575,27.2035500831091,20.38529,18.55507,17.55955,17.0928,16.68396,GALAXY,0.1252766,7700,58016
159.545921048724,50.2249242840852,25.16588,22.51349,20.83853,19.63597,19.20055,GALAXY,0.6036696,6694,56386
318.829350422336,8.10013327074353,24.1864,21.68507,19.87083,19.07428,18.59396,GALAXY,0.33156,4082,55367
191.274029249799,34.4230998345965,24.4161,22.52428,20.6208,19.61911,19.09231,GALAXY,0.5154867,3971,55322
227.061994699641,51.4699797148421,20.47583,20.33647,20.42499,20.09729,20.04446,QSO,1.800378,8397,57482
210.667622037692,49.2502999614772,23.86555,22.93608,21.09362,19.94199,19.56311,GALAXY,0.5436239,6745,56425
138.066454592058,11.8181778772589,21.24244,20.68065,20.47324,20.59268,20.28032,QSO,0.8301681,5303,55980
355.718399177292,26.7218556002653,23.53105,24.23193,21.62322,20.46778,19.70749,GALAXY,0.7016547,7699,57574
142.214458583339,16.8458994525311,23.87409,23.0932,21.26133,19.84351,19.26088,GALAXY,0.6269024,5312,56001
135.322533613587,58.27975503367,18.94016,16.74451,15.74036,15.29075,14.9983,GALAXY,0.098927,483,51924
331.986428329854,26.8718716183704,22.50965,22.50601,20.7484,19.80066,19.15638,QSO,0.5898339,5962,56265
237.582936167653,33.6241344673701,23.7706,21.81487,20.84681,19.87724,19.43587,GALAXY,0.5772992,4966,55712
218.902448948297,52.4570814764105,21.71675,20.40491,19.2133,24.36187,18.54784,GALAXY,0.292587,1327,52781
147.260868547391,21.9823470963003,22.97117,22.39378,21.99358,21.45275,20.77271,GALAXY,0.8692177,9617,58084
211.56047995134,4.00993863782639,26.06626,22.89339,21.13788,19.96379,19.64704,GALAXY,0.6195701,4783,55652
120.491751310955,27.7739155709586,25.32027,22.11618,20.50093,19.51702,18.93953,GALAXY,0.5682458,4453,55535
346.626348317356,1.09219083701706,23.1175,21.32869,19.5231,18.86326,18.49749,GALAXY,0.3495727,678,52884
127.927319811022,32.7472812067431,23.15851,21.64578,19.79632,18.79799,18.38581,GALAXY,0.4896767,932,52620
187.345596822685,8.70060494992053,21.79786,20.21044,18.51433,17.86296,17.49817,GALAXY,0.405288,5402,55927
272.574795003635,23.1150133368864,19.26802,17.86611,17.2694,17.05882,16.97698,STAR,9.939727e-05,2184,53534
123.234969636447,-0.860300603253011,19.65178,18.53406,18.05153,17.85743,17.76062,STAR,0.0002106894,2077,53846
28.2833095361433,-0.155627900800544,22.39605,21.77119,20.66094,20.35112,19.61859,GALAXY,0.8657548,9378,58071
119.578680599073,22.9814576310687,23.29347,23.89224,21.40112,20.23994,19.53203,GALAXY,0.6972523,11113,58425
215.352762238659,53.3684546398066,23.83795,23.22377,21.82152,21.00278,20.31161,GALAXY,0.7620903,6933,56398
212.880262762745,19.8934689596145,24.24861,22.24696,19.97454,19.02992,18.65525,GALAXY,0.5041913,5895,56046
157.394823252433,2.59547438636255,18.80608,17.61295,17.22283,16.95569,16.73724,GALAXY,0.04118434,504,52316
350.663388722831,26.9162091948276,21.00806,20.83854,20.62018,20.56752,20.24075,QSO,2.50523,7702,58017
162.579237726844,41.2785452459664,24.15191,22.60119,21.36437,20.10058,19.5573,GALAXY,0.7016263,4628,55646
26.8103372614303,11.9086133798451,24.50712,22.70522,21.0369,20.07924,19.37459,GALAXY,0.4336988,4659,55587
151.061770457148,39.4312267437157,21.24212,21.49441,21.30483,21.44988,21.17383,QSO,1.281626,8825,57451
111.822372225767,42.8864228343582,21.35772,21.45124,21.14691,21.14099,21.34519,QSO,1.213312,10656,58163
350.834520834507,24.2535544247649,23.11452,23.08741,21.39338,20.31012,19.44904,GALAXY,0.723803,7669,57329
12.2868065100482,7.08924716660955,21.65704,21.48028,21.18788,21.08855,21.4379,QSO,0.9320649,11054,58424
6.20575574773926,12.0464277228072,24.02102,22.32157,20.87354,19.93942,19.54935,GALAXY,0.5195397,6189,56237
349.231635965381,0.738191803473545,19.21592,17.88338,17.16078,16.73966,16.45658,GALAXY,0.119934,382,51816
139.153268542302,29.9111824593309,19.14818,18.05903,17.38588,17.04215,16.85189,GALAXY,0.1791449,1936,53330
193.569277734522,46.0934306719525,22.38253,21.77019,21.59363,21.18099,20.88707,STAR,-0.0001027842,7417,56753
203.653496333045,42.57513225812,21.84619,21.73273,21.6647,21.58436,21.80739,GALAXY,0.1709551,8390,57485
150.637997918379,20.6814021646512,25.33354,22.66323,20.63608,19.55125,19.1616,GALAXY,0.5308914,5882,56029
14.7442809216969,1.00474897253788,19.4377,18.53167,18.25853,18.1586,18.14568,STAR,6.890862e-05,3112,54802
353.171724930991,0.654999592402412,22.63838,22.23583,22.19485,21.12582,21.94688,GALAXY,0.9191925,8766,57333
161.882713770116,54.6799450489102,23.53061,22.12797,20.34134,19.49853,19.09594,GALAXY,0.5500587,6704,56388
242.413211888934,26.7674440777974,18.65297,17.10257,16.31899,15.87711,15.56867,GALAXY,0.076949,1393,52824
127.508668724888,39.3171787721986,20.33733,20.1887,19.98408,19.92522,19.73638,QSO,0.957696,8827,57444
193.081002673011,35.8878671844976,22.9008,20.83279,19.1914,18.51677,18.03301,GALAXY,0.3617328,3974,55320
32.0164763925162,3.35208280698057,26.02835,22.95453,21.23152,20.21295,19.66091,GALAXY,0.5462708,4269,55502
194.210575700409,-2.01937160551926,24.8134,22.4264,21.01003,19.79885,19.2874,GALAXY,0.5831183,3779,55222
236.667519104736,20.9822241162785,22.3725,19.48986,17.84034,17.19349,16.74294,GALAXY,0.2637605,2168,53886
3.48482581853375,3.59142024176167,24.02832,23.02624,22.30341,21.8737,22.15822,GALAXY,1.008202,9440,58072
180.115716402492,5.60080019402114,18.91245,17.93873,17.48452,17.17486,17.02192,GALAXY,0.07384124,841,52375
145.883005500431,47.300483575273,21.73992,21.53095,21.26763,21.36257,21.15861,QSO,2.07568,7308,56709
118.506668336554,12.7217036409063,20.67669,18.72405,17.37441,16.87294,16.54445,GALAXY,0.216214,2265,53674
127.364908477276,34.082096222307,21.0908,21.02639,21.01575,20.57683,20.33464,QSO,1.656697,10235,58127
228.063228668683,61.8573669606501,20.3523,18.62793,17.66548,17.2443,16.93881,GALAXY,0.1067389,611,52055
327.912146446467,22.1782144948263,23.08569,21.45871,21.09983,21.05593,21.01911,STAR,-0.0006375941,7576,56948
130.21018849996,49.1548627269584,23.65242,22.48373,21.53027,21.20977,21.21994,GALAXY,0.4275383,5161,55968
126.27840316622,28.0906728685265,23.96796,22.502,20.90387,20.25239,19.67853,STAR,-0.0001025572,10657,58157
189.021905853611,34.1167411477017,23.85543,23.10087,21.19663,20.05291,19.54263,GALAXY,0.5848698,3968,55590
214.16851933195,0.12294206585325,24.24601,21.88931,20.12116,19.08424,18.59551,GALAXY,0.5590047,4031,55604
8.94081251028604,27.9838385392749,22.11958,23.60022,22.25909,21.09435,19.751,GALAXY,0.7385502,7671,57360
194.813051036722,-1.74771464593912,22.8388,21.76025,20.92086,19.87884,19.42048,GALAXY,0.5666801,3794,55241
117.563654276067,28.3118936896514,19.67702,18.72066,18.22649,18.01972,17.87807,STAR,-0.0005485913,2075,53730
190.143634752015,6.25698904528516,23.77754,20.9103,19.11163,18.44839,18.04179,GALAXY,0.389703,4834,55685
117.596915402255,15.9013129565687,26.21699,22.7535,20.92536,19.7353,19.22346,GALAXY,0.6203086,4497,55564
20.7634429080017,0.264714643052367,23.96192,21.90422,21.5237,20.8497,20.99764,GALAXY,0.9043056,9395,58113
184.800887691233,40.8099531264454,20.03506,18.09374,16.93154,15.87116,15.24849,STAR,-8.052316e-05,1986,53475
145.592765861073,15.7792970253035,23.41039,22.5808,22.0818,21.35185,22.12332,GALAXY,0.710759,9583,57809
249.974308963013,45.2663288842316,24.26447,23.07393,21.84221,21.13352,20.44838,GALAXY,0.5499699,6030,56097
253.442873318774,27.4398620668584,18.81017,16.78793,15.7393,15.27371,14.8906,GALAXY,0.1036765,1691,53260
185.414507122914,5.08586976658492,19.13208,18.23167,17.92162,17.82475,17.80906,STAR,0.0003045859,4751,55646
247.464530490225,52.7348163130311,23.82153,22.51418,20.97766,19.71141,19.26878,STAR,1.493811e-05,8061,58253
151.47294248884,33.8260754203698,19.96804,18.27267,17.17072,16.73092,16.35503,GALAXY,0.1440067,1951,53389
187.421021321033,0.253430551913542,18.69479,17.77945,17.36283,17.17497,17.01219,GALAXY,0.02306678,289,51990
128.590568338329,46.1451354256806,23.37527,22.20407,21.11216,20.21306,19.68551,GALAXY,0.6395019,6394,56330
8.86577596686107,4.05918391426244,24.74366,22.69077,22.0103,21.20321,21.46271,GALAXY,0.9105427,9447,58077
251.797693619627,22.7667868757559,20.21957,18.2668,17.21001,16.7621,16.39478,GALAXY,0.1194365,1414,53135
13.3941346762069,12.7088208286494,22.89558,22.56272,21.04894,20.14736,20.01081,GALAXY,0.4970208,6206,56245
138.254529852829,52.2418687472286,20.16166,18.64944,17.62552,17.15421,16.81227,GALAXY,0.1925943,553,51999
217.680769189382,15.6395957062527,26.16388,22.23384,20.48752,19.58757,19.27311,GALAXY,0.4963927,5466,56033
122.180178053986,24.8494900811063,22.84979,22.21611,20.59837,19.29649,18.36464,GALAXY,0.6964039,4463,55868
253.340410231575,20.9401575085508,19.58378,18.32242,17.82369,17.62488,17.55591,STAR,0.0001284014,3426,54977
277.416556888299,64.2329591419852,20.3308,18.4146,17.59772,17.26997,17.07509,STAR,-0.000201438,2552,54632
175.585549594901,6.31535193736838,23.44428,21.83485,19.95153,19.07033,18.58352,GALAXY,0.4241079,4848,55955
173.761562292514,26.8995147072458,22.18509,21.24844,21.34464,21.51082,21.01618,QSO,2.494854,6410,56336
53.4601740946468,0.693921790598308,20.54023,19.50948,19.13948,18.96185,18.9152,STAR,-0.0003362187,2069,53376
7.3478541477557,27.5860811040331,21.00793,21.13107,20.9291,20.7257,21.81667,QSO,1.749674,7693,57361
235.218155950149,56.8884580958311,18.33848,18.46341,18.90969,19.24222,19.58331,STAR,-0.0006163447,6791,56429
115.056060772952,44.6044260495914,22.25353,19.82269,18.25518,17.67476,17.29322,GALAXY,0.274339,3669,55481
123.279626461452,66.8309340761576,20.30366,19.27174,18.9485,18.83575,18.82479,STAR,-0.0002677149,3286,54910
347.752706491536,20.9046201509383,24.52251,22.12598,20.6622,19.93011,19.42453,STAR,-0.0002352152,7610,56980
168.472058329005,10.1141419346835,18.3609,17.36734,17.19751,17.1897,17.24273,STAR,4.354681e-05,2393,54156
23.7153346760259,12.9330599167288,21.08365,19.01476,17.72071,17.19524,16.88176,GALAXY,0.2193889,4666,55832
124.856980479461,15.6880738675917,20.0529,18.30603,17.43825,17.0519,16.7337,GALAXY,0.06623601,2272,53713
4.84014581994573,-10.5613304691588,19.29892,18.20388,17.42343,16.97615,16.72931,GALAXY,0.2234941,652,52138
129.553207862284,11.3930798874505,18.82565,16.60903,15.60353,15.35741,15.20141,STAR,0.0001306297,2426,53795
250.223229046807,36.6269540292138,20.67063,19.75771,19.44621,19.28625,19.4594,STAR,-0.0008214,2185,53532
195.341329363008,35.7484606473343,19.76921,17.94509,16.68967,16.24648,15.86828,GALAXY,0.187104,2016,53799
17.9529250313531,31.9354355425355,21.8687,21.66479,21.63461,21.50777,20.94201,QSO,2.638355,7725,58158
130.395795397309,23.2977935660318,20.04363,18.89741,18.47244,18.27477,18.2438,STAR,0.0005531964,3373,54940
4.62839450732553,-0.715117256068553,22.81833,20.4838,18.9102,18.10479,17.55944,STAR,-6.192861e-05,1120,52589
204.848657483898,32.7247884706527,19.60359,18.1989,17.61866,17.29605,17.09448,GALAXY,0.06001412,2109,53468
325.784531037891,0.89091571943891,21.86653,21.49512,21.20256,21.5418,20.76609,QSO,0.77118,4195,55452
325.059984610205,0.171857383353359,16.34877,15.01165,14.51306,17.99693,14.28239,STAR,0.0001005676,990,52465
332.571669958809,31.4108044612176,23.37078,21.78177,20.00118,19.12612,18.63501,GALAXY,0.4673093,5954,56462
172.78091563927,35.5897258787807,16.47249,15.40057,14.89909,14.71408,14.53965,GALAXY,0.006279407,2113,53468
199.234631069294,29.3408785014382,25.03617,22.54184,21.13006,20.10444,19.72568,GALAXY,0.5791869,6486,56328
137.148415356948,33.2232867376519,23.76544,22.96392,21.37168,19.95245,19.43756,STAR,0.0001747896,10240,58158
162.410274559604,19.8917625073926,23.77095,21.32989,20.18133,19.38661,19.02715,GALAXY,0.5216573,5875,56038
357.497483581774,-1.03078186821963,20.7719,19.28109,18.56261,18.12295,17.84367,GALAXY,0.07251243,1538,52937
36.3526624981052,3.87807906501762,23.96035,23.15027,20.95086,19.94127,19.26966,GALAXY,0.5160028,4264,55506
34.4101670127255,-5.55125922691767,21.3519,21.4554,19.86387,18.80717,18.03338,GALAXY,0.7856935,4391,55866
352.110802059051,20.3005279173958,21.8886,21.78333,21.223,20.93992,20.45385,QSO,1.486744,7604,56947
196.543423463591,64.0859657874248,24.49938,22.76972,21.01977,19.87015,19.30759,GALAXY,0.6381547,6823,56687
144.524640889774,17.2928762632773,22.98605,22.17559,20.66166,19.78863,19.41659,GALAXY,0.5182047,5317,56000
122.455386094511,28.7973081951592,24.76373,22.18502,21.05745,20.10956,19.86605,STAR,6.487148e-05,930,52618
117.61987367623,38.5121959205886,26.54266,23.30291,21.65163,20.4532,19.9557,GALAXY,0.5780221,3670,55480
141.501588341309,14.9773295375993,19.21143,18.95417,18.84716,18.89448,18.85009,QSO,0.9171038,9581,57783
135.357114419716,23.6112566831137,24.43352,22.40407,21.20946,21.08001,22.60891,GALAXY,0.7166565,9598,58085
212.186403674391,39.8207944312528,24.60897,21.17395,19.46393,18.73379,18.28319,GALAXY,0.4251047,4711,55737
339.653354393287,2.53334342724046,22.33168,20.39961,18.71371,18.00542,17.55791,GALAXY,0.2786232,4295,55858
241.33437333597,54.6277360562003,24.2806,21.79079,20.16246,19.29823,18.81387,GALAXY,0.4670955,6793,56430
246.946449563347,41.8436588760504,21.3963,21.35057,21.0557,21.13421,21.11561,STAR,4.852227e-05,8524,57656
19.5448233729882,-9.40514397826464,18.01032,16.60699,15.99428,15.72183,15.61397,STAR,6.526197e-05,2849,54454
250.813284755286,35.751932029628,19.32087,18.8218,18.84105,18.6866,18.41908,QSO,2.221457,5197,55828
144.553473948875,21.3456950141305,19.23535,18.2809,17.68085,17.25105,17.05086,GALAXY,0.1246395,2292,53713
138.558489346424,40.7872854136461,24.44059,22.65152,21.17043,19.60251,18.83429,STAR,8.617199e-06,8297,57416
35.6433133691422,-3.5858798816935,25.55103,22.06384,21.31186,20.64158,20.17401,QSO,1.036778,9323,58047
232.444359509656,21.9364937099794,19.68042,19.54115,19.4759,19.1855,18.91679,QSO,2.036837,2161,53878
20.3333221596416,11.8800918136844,21.29838,19.98179,19.40543,19.38447,18.99217,STAR,-0.0009196171,11074,58488
352.707551941648,2.96599301749994,24.01894,21.28414,19.44913,18.65904,18.26721,GALAXY,0.4470811,4284,55863
356.454121476108,20.1165093632437,25.70054,22.21337,21.7453,21.58616,21.35699,STAR,-0.0008864952,6126,56269
219.807113775773,50.4045399987178,25.63306,20.32639,18.58224,18.00697,17.63911,GALAXY,0.3440614,1047,52733
339.44881745775,17.7732894046443,26.63469,21.35048,19.65852,18.80419,18.22432,GALAXY,0.4471906,5032,56208
186.293580074125,22.3534928041507,23.95001,21.1931,19.35538,18.61155,18.24056,GALAXY,0.4256111,5979,56329
334.586943845911,20.4495771454011,21.8077,20.96601,19.95351,19.23903,18.96788,GALAXY,0.4609308,5023,55858
220.857372694406,14.8934249370475,17.20315,16.3209,16.06349,15.97406,15.94946,STAR,0.0005273831,2749,54241
120.399798536723,29.3155748342171,25.95295,22.24712,20.44503,19.49447,18.92918,GALAXY,0.5271658,4451,55537
120.362866779609,52.1443558825363,23.44009,22.88655,20.92445,19.68717,19.10338,GALAXY,0.5695036,3679,55209
130.198543144049,35.1173104235055,18.80371,17.34425,16.64147,16.19411,15.9411,GALAXY,0.08677992,933,52642
47.5438825960217,-8.4943789697725,19.17811,17.72249,17.15679,16.94067,16.8499,STAR,6.232919e-05,3185,54829
318.35273299312,1.03683359455902,21.29243,19.49855,18.32666,17.75246,17.33746,GALAXY,0.1381389,1026,52558
203.960642373353,47.6178728816102,20.61445,18.7482,17.48566,16.93349,16.58759,GALAXY,0.1986211,6748,56371
198.955274839496,-0.720556598167177,19.17744,19.11892,19.15578,18.9813,18.83607,QSO,1.970377,295,51985
346.496237892906,0.665757483605658,21.02259,18.83208,17.90932,17.42228,17.12048,GALAXY,0.1525945,678,52884
211.484865679298,13.564988131884,22.53056,19.85532,18.35438,17.82052,17.45438,GALAXY,0.285376,5453,56001
240.779017934428,54.9543527393568,24.19168,21.81907,20.35347,19.19091,18.88331,GALAXY,0.5543023,6793,56430
334.93967202895,31.9007654147781,23.87414,23.47394,21.90582,20.61573,19.67183,STAR,9.795876e-05,7709,57666
201.091818032085,1.16142731385764,25.10109,22.19773,20.58473,19.55728,19.0888,GALAXY,0.4844317,4006,55328
221.663859528808,41.4259727940316,22.18999,21.95024,21.62597,21.41973,21.06248,GALAXY,0.7506813,8497,58161
228.896236972234,33.8881124362555,19.26379,18.01962,18.16053,18.27831,18.38725,STAR,-0.0004692719,1386,53116
144.343239265722,57.9123645511524,20.2508,20.1836,19.96964,20.00617,19.99988,QSO,1.096765,8195,57391
181.233506620251,-2.19993337780926,20.21246,18.331,17.38568,16.97563,16.61421,GALAXY,0.0959864,331,52368
217.633259263885,49.571729555085,20.16257,19.22385,18.9134,18.80046,18.79949,STAR,-0.0005884873,6747,56388
167.901512133146,53.5831640478248,19.15458,17.86176,17.1407,16.65376,16.49584,GALAXY,0.1429202,1012,52649
131.154389956544,27.2626551283957,19.82082,18.3315,17.48241,17.01434,16.67503,GALAXY,0.0922273,1932,53350
123.776983201741,12.1765941452286,19.21677,18.30974,18.07219,18.02274,17.96916,STAR,0.0005609317,2420,54086
222.063337991314,63.5572063996863,24.69939,22.14891,20.6228,18.74601,17.73735,STAR,-2.487957e-05,2947,54533
49.2153494616581,-0.276061118544162,17.56734,16.39065,15.85935,15.6375,15.4973,STAR,0.0003426451,3183,54833
142.443245939531,30.0176473404168,21.00992,19.28132,18.54124,18.2231,18.08203,STAR,0.0001506217,2914,54533
157.60736899757,33.322696245773,23.59483,20.49041,18.7872,18.17113,17.81285,GALAXY,0.3234939,6450,56331
2.99855985744932,18.2009055841225,23.52885,22.21266,20.60569,19.62601,19.04678,GALAXY,0.4948301,6111,56270
183.007429421036,22.233654399483,20.34796,18.38674,17.30921,16.87476,16.49415,GALAXY,0.1309179,2644,54210
132.371175582189,17.4629834068077,22.61917,19.90452,18.42133,17.85373,17.46383,GALAXY,0.2482742,5292,55926
207.190556646789,35.2189226951632,25.195,21.15415,19.43073,18.54891,18.11492,GALAXY,0.4559594,2028,53818
119.422451107967,38.8297323228752,25.37732,22.46857,20.59346,19.57697,19.04083,GALAXY,0.5065109,3802,55528
61.3611750974611,-5.68065772271115,22.07293,20.29771,18.81258,18.26266,17.94513,GALAXY,0.2495161,1636,54481
245.495995838212,35.5276195965838,21.95307,21.02257,20.89749,20.86268,21.10813,STAR,-0.0004409773,5191,56065
180.209427731452,39.5114159753891,19.6379,19.39242,19.26762,19.13466,19.15104,QSO,1.492281,1976,53401
334.73159087416,23.7430645563333,21.04315,18.75939,17.32034,16.74893,16.32623,GALAXY,0.2112992,5950,56211
177.366914147292,59.2249401160745,22.16618,20.84636,20.7555,20.82917,20.79744,QSO,2.8204,8238,58171
123.389417319871,25.4468611308845,22.96058,21.10917,20.97607,20.91153,20.91122,STAR,-0.0002376152,4463,55868
179.647371074771,35.1903166697013,24.85725,22.07013,20.27343,19.39837,19.04383,GALAXY,0.4966418,4650,55648
123.007004635683,48.240911580229,21.67253,21.2839,21.19161,20.80022,20.78651,QSO,1.74857,7324,56935
80.9532241730304,60.8808012471815,22.32336,20.29231,19.31916,18.81815,18.51577,STAR,7.609326e-06,2302,53709
113.809289728202,28.4977800130041,21.92238,20.96056,20.88551,20.71893,20.47396,QSO,2.278168,10285,58083
121.698706895377,42.5708829606235,22.94128,23.91713,22.48104,20.61205,19.76724,GALAXY,0.7394291,8292,57373
122.749944713185,19.8304320476354,22.808,22.25895,20.5468,19.70737,19.22694,GALAXY,0.4591819,4486,55588
110.897054947873,43.0527662568202,19.54041,18.00089,16.97682,16.47266,16.13197,GALAXY,0.1581645,1865,53312
21.9493971391149,12.5997232387172,23.32351,23.97526,22.17677,20.59059,19.55889,GALAXY,0.9075612,11069,58456
23.878325572874,0.582840568830005,23.43517,23.34257,22.35698,22.01055,21.10945,GALAXY,0.7448947,9400,58107
124.366082155839,39.4181799235109,21.0645,20.12971,19.80945,19.73328,19.64127,STAR,-9.524509e-05,2674,54097
230.068161176245,47.3652285005766,20.27678,18.92031,18.38563,18.18413,18.10239,STAR,-0.0006389224,6734,56386
204.587309358271,33.0074375081093,22.01461,20.13567,18.43798,17.86624,17.51373,GALAXY,0.3244092,2109,53468
18.9018008295252,19.5276245484817,23.25611,21.96238,20.55502,19.444,19.04551,GALAXY,0.5721783,5133,55860
202.913167333494,18.8932998897426,21.6492,19.21525,17.86155,17.32462,16.98675,GALAXY,0.2099764,5866,56035
245.141277291768,51.2998562386029,19.04151,17.11415,16.28344,15.94807,15.75779,STAR,-5.146865e-06,3288,54908
191.911832896175,10.3669641432975,19.41976,18.16657,17.6739,17.34435,17.14336,GALAXY,0.07272354,1789,54259
231.221625860759,11.8675426122373,26.13633,20.2746,18.46012,17.85744,17.42384,GALAXY,0.3520694,5492,56010
164.964080051948,66.5800154976978,18.14216,16.29163,15.46614,15.07008,14.74702,GALAXY,0.0963269,490,51929
170.069523819135,57.0947601069509,21.03221,20.52654,20.17051,19.77734,19.61629,QSO,1.746977,7100,56636
336.814034870543,-1.57813574454616,25.00254,22.39854,20.09875,20.55928,21.17146,QSO,0.9480905,9148,58039
16.9554855751873,3.65375062216005,19.53388,18.91329,18.78703,18.49224,18.36212,QSO,0.5053892,9435,58108
187.388966537244,64.2802879249892,21.08923,20.35528,20.19759,20.19365,19.73692,QSO,2.498757,6973,56741
152.543787031229,34.0827637972114,27.06144,22.46012,20.55083,19.51674,19.19633,GALAXY,0.6202908,6460,56334
136.236978116481,40.8431529267252,25.83685,23.47374,22.01843,20.63957,19.95281,GALAXY,0.8257151,8297,57416
232.338367415612,48.9414937676771,20.65293,19.09342,18.56169,18.36359,18.29044,STAR,-0.0004067348,2464,54272
